清单编码(9位),完整编码,项目名称,二级分类,三级分类,是否已映射,映射材料名,匹配类型,相似度,备注
030227001,030227001,板框压力式滤油机,热力设备安装工程,燃机余热锅炉铺助设备安装,是,汽油机,fuzzy_name,72.0,
030227002,030227002,锅炉清灰振打装置,热力设备安装工程,燃机余热锅炉铺助设备安装,否,,,,待补全
030227003,030227003,滤气器,热力设备安装工程,燃机余热锅炉铺助设备安装,是,黄铜丝口过滤器,fuzzy_name,72.0,
030227004,030227004,疏水注水器,热力设备安装工程,燃机余热锅炉铺助设备安装,否,,,,待补全
030227005,030227005,补偿器,热力设备安装工程,燃机余热锅炉铺助设备安装,是,波纹补偿器,partial_match,87.0,
030227006,030227006,均压箱,热力设备安装工程,燃机余热锅炉铺助设备安装,是,消声静压箱,fuzzy_name,72.0,
030227007,030227007,双筒过滤器,热力设备安装工程,燃机余热锅炉铺助设备安装,是,过滤器,partial_match,92.0,
030227008,030227008,除灰孔,热力设备安装工程,燃机余热锅炉铺助设备安装,否,,,,待补全
030227010,030227010,氨溶液箱,热力设备安装工程,燃机余热锅炉铺助设备安装,否,,,,待补全
030227011,030227011,汽水分离装置,热力设备安装工程,燃机余热锅炉铺助设备安装,否,,,,待补全
030227012,030227012,其他辅助设备,热力设备安装工程,燃机余热锅炉铺助设备安装,否,,,,待补全
030214001,030214001,反击式碎煤机,热力设备安装工程,碎煤设备安装,否,,,,待补全
030214002,030214002,锤击式破碎机,热力设备安装工程,碎煤设备安装,否,,,,待补全
030214003,030214003,筛分设备,热力设备安装工程,碎煤设备安装,否,,,,待补全
030222001,030222001,给水、炉水校正处理设备,热力设备安装工程,给水、炉水校正处理系统设备安装,否,,,,待补全
030224001,030224001,脱硝反应器,热力设备安装工程,脱硝设备安装,否,,,,待补全
030224002,030224002,催化剂模块,热力设备安装工程,脱硝设备安装,是,模块箱,fuzzy_name,72.0,
030224003,030224003,稀释风机,热力设备安装工程,脱硝设备安装,否,,,,待补全
030224004,030224004,氨气一热空气混合器,热力设备安装工程,脱硝设备安装,否,,,,待补全
030224005,030224005,液氨卸料压缩机组,热力设备安装工程,脱硝设备安装,否,,,,待补全
030224006,030224006,液氨蒸发器,热力设备安装工程,脱硝设备安装,否,,,,待补全
030224007,030224007,其他罐体设备,热力设备安装工程,脱硝设备安装,否,,,,待补全
030223001,030223001,石粉仓,热力设备安装工程,脱硫设备安装,否,,,,待补全
030223002,030223002,吸收塔,热力设备安装工程,脱硫设备安装,否,,,,待补全
030223003,030223003,脱硫附属机械及辅助设备,热力设备安装工程,脱硫设备安装,否,,,,待补全
030230001,030230001,锅炉分系统调试,热力设备安装工程,锅炉系统调试、特殊项目测试和性能验收试验,否,,,,待补全
030230002,030230002,锅炉整套启动调试,热力设备安装工程,锅炉系统调试、特殊项目测试和性能验收试验,否,,,,待补全
030230003,030230003,特殊项日测试和性能验收试验,热力设备安装工程,锅炉系统调试、特殊项目测试和性能验收试验,否,,,,待补全
030218001,030218001,机械过滤系统,热力设备安装工程,锅炉补给水除盐系统设备安装,否,,,,待补全
030218002,030218002,除盐加混床设备,热力设备安装工程,锅炉补给水除盐系统设备安装,否,,,,待补全
030218003,030218003,除二氧化碳和离子交换设备,热力设备安装工程,锅炉补给水除盐系统设备安装,是,二氧化碳气,fuzzy_name,72.0,
030219001,030219001,锅炉防腐蚀保护,热力设备安装工程,锅炉防腐蚀保护,否,,,,待补全
030411001,030411001,电杆组立,电气设备安装工程,10kV及以下架空配电线路,否,,,,待补全
030411002,030411002,铁塔组立,电气设备安装工程,10kV及以下架空配电线路,否,,,,待补全
030411003,030411003,横担组装,电气设备安装工程,10kV及以下架空配电线路,是,槽式桥架及配件,partial_match,90.0,
030411004,030411004,导线,电气设备安装工程,10kV及以下架空配电线路,否,,,,待补全
030411005,030411005,杆上设备,电气设备安装工程,10kV及以下架空配电线路,否,,,,待补全
030405001,030405001,低压电气开关,电气设备安装工程,低压电器设备安装,否,,,,待补全
030405002,030405002,低压熔断器,电气设备安装工程,低压电器设备安装,是,熔断器,partial_match,92.0,
030405003,030405003,限位开关,电气设备安装工程,低压电器设备安装,是,限位开关,exact_name,100.0,
030405004,030405004,控制器,电气设备安装工程,低压电器设备安装,是,控制器,exact_name,100.0,
030405005,030405005,接触器、磁力启动器,电气设备安装工程,低压电器设备安装,是,磁力启动器,partial_match,91.1,
030405006,030405006,Y-△自耦减压启动器,电气设备安装工程,低压电器设备安装,是,启动器,partial_match,86.0,
030405007,030405007,电磁铁(电磁制动器),电气设备安装工程,低压电器设备安装,是,电磁锁,fuzzy_name,72.0,
030405008,030405008,快速自动开关,电气设备安装工程,低压电器设备安装,否,,,,待补全
030405009,030405009,电阻器,电气设备安装工程,低压电器设备安装,是,反时限过流继电器,fuzzy_name,72.0,
030405010,030405010,油浸频敏变阻器,电气设备安装工程,低压电器设备安装,是,接线端子,feature_match,100.0,
030405011,030405011,分流器,电气设备安装工程,低压电器设备安装,是,导线分流器,partial_match,87.0,
030405012,030405012,自动调压器,电气设备安装工程,低压电器设备安装,是,变压器,fuzzy_name,72.0,
030405013,030405013,小电器,电气设备安装工程,低压电器设备安装,是,反时限过流继电器,fuzzy_name,72.0,
030405014,030405014,端子箱,电气设备安装工程,低压电器设备安装,是,端子箱户外,partial_match,87.0,
030405015,030405015,风扇,电气设备安装工程,低压电器设备安装,是,排风扇,partial_match,88.3,
030405016,030405016,充电桩,电气设备安装工程,低压电器设备安装,是,充电式电钻旋具,fuzzy_name,72.0,
030405017,030405017,其他电器,电气设备安装工程,低压电器设备安装,否,,,,待补全
030406001,030406001,蓄电池,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406002,030406002,EPS、UPS电源,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406003,030406003,太阳能电池,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406004,030406004,太阳能控制器安装,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406005,030406005,光伏成品支架,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406006,030406006,光伏组件,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406007,030406007,光伏逆变器,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406008,030406008,太阳能光导管,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030406009,030406009,光伏方阵联测,电气设备安装工程,光伏组件设备安装,否,,,,待补全
030401001,030401001,油浸变压器,电气设备安装工程,变压器安装,否,,,,待补全
030401002,030401002,干式变压器,电气设备安装工程,变压器安装,否,,,,待补全
030401003,030401003,油浸式消弧线圈,电气设备安装工程,变压器安装,否,,,,待补全
030401004,030401004,干式消弧线圈,电气设备安装工程,变压器安装,否,,,,待补全
030404001,030404001,控制屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404002,030404002,继电、信号屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404003,030404003,模拟屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404004,030404004,配电屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404005,030404005,弱电控制返回屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404006,030404006,高频开关电源,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404007,030404007,硅整流柜,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404008,030404008,可控硅柜,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404009,030404009,自动调节励磁屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404010,030404010,励磁灭磁屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404011,030404011,直流馈电屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404012,030404012,事故照明切换屏,电气设备安装工程,控制、保护、直流装置安装,否,,,,待补全
030404013,030404013,控制台,电气设备安装工程,控制、保护、直流装置安装,是,自定义网络寻呼控制台,partial_match,81.0,
030404014,030404014,控制箱、同期小屏,电气设备安装工程,控制、保护、直流装置安装,是,控制箱,partial_match,87.5,
030403001,030403001,软母线,电气设备安装工程,母线安装,否,,,,待补全
030403002,030403002,矩形母线、引下线,电气设备安装工程,母线安装,否,,,,待补全
030403003,030403003,槽形母线,电气设备安装工程,母线安装,否,,,,待补全
030403004,030403004,管型母线、引下线,电气设备安装工程,母线安装,否,,,,待补全
030403005,030403005,封闭母线,电气设备安装工程,母线安装,是,封闭母线,exact_name,100.0,
030403006,030403006,低压封闭式插接母线槽,电气设备安装工程,母线安装,否,,,,待补全
030403007,030403007,始端箱、分线箱,电气设备安装工程,母线安装,否,,,,待补全
030403008,030403008,重型母线,电气设备安装工程,母线安装,否,,,,待补全
030403009,030403009,母线绝缘热缩管,电气设备安装工程,母线安装,是,热缩管,partial_match,88.6,
030403010,030403010,母线穿墙套管,电气设备安装工程,母线安装,否,,,,待补全
030408001,030408001,滑触线,电气设备安装工程,滑触线装置安装,否,,,,待补全
030408002,030408002,移动软电缆,电气设备安装工程,滑触线装置安装,否,,,,待补全
030408008,030408008,铺砂、盖保护板(砖),电气设备安装工程,滑触线装置安装,否,,,,待补全
030413001,030413001,普通灯具,电气设备安装工程,照明器具安装,否,,,,待补全
030413001,0304130010,小区路灯,电气设备安装工程,照明器具安装,否,,,,待补全
030413002,030413002,装饰灯,电气设备安装工程,照明器具安装,否,,,,待补全
030413003,030413003,荧光灯,电气设备安装工程,照明器具安装,是,荧光灯,exact_name,100.0,
030413004,030413004,嵌入式地灯,电气设备安装工程,照明器具安装,否,,,,待补全
030413005,030413005,工厂灯,电气设备安装工程,照明器具安装,否,,,,待补全
030413006,030413006,高度标志灯、障碍灯,电气设备安装工程,照明器具安装,是,标志灯,partial_match,86.7,
030413007,030413007,医疗专用灯,电气设备安装工程,照明器具安装,否,,,,待补全
030413008,030413008,霓虹灯,电气设备安装工程,照明器具安装,否,,,,待补全
030413009,030413009,霓虹灯控制变压器、控制器,电气设备安装工程,照明器具安装,否,,,,待补全
030413011,030413011,智能灯光控制系统,电气设备安装工程,照明器具安装,否,,,,待补全
030413012,030413012,景观灯,电气设备安装工程,照明器具安装,是,景观休闲座椅,fuzzy_name,72.0,
030413013,030413013,照明开关、按钮,电气设备安装工程,照明器具安装,否,,,,待补全
030413014,030413014,插座,电气设备安装工程,照明器具安装,否,,,,待补全
030413015,030413015,照明系统调试,电气设备安装工程,照明器具安装,是,照明箱,fuzzy_name,72.0,
030413016,030413016,光导管采光装置,电气设备安装工程,照明器具安装,否,,,,待补全
030413017,030413017,采光井照明装置,电气设备安装工程,照明器具安装,否,,,,待补全
030413018,030413018,光纤式阳光导入器,电气设备安装工程,照明器具安装,否,,,,待补全
030407001,030407001,交流发电机,电气设备安装工程,电机检查接线,否,,,,待补全
030407002,030407002,直流发电机,电气设备安装工程,电机检查接线,是,发电机,partial_match,92.0,
030407003,030407003,微型电机,电气设备安装工程,电机检查接线,否,,,,待补全
030407004,030407004,小型电动机,电气设备安装工程,电机检查接线,是,电动机,partial_match,92.0,
030407005,030407005,大中型电动机,电气设备安装工程,电机检查接线,是,电动机,partial_match,90.0,
030407006,030407006,变频机组,电气设备安装工程,电机检查接线,是,接线端子,feature_match,100.0,
030416001,030416001,发电机,电气设备安装工程,电气调整试验,是,发电机,exact_name,100.0,
030416002,030416002,励磁机(柜),电气设备安装工程,电气调整试验,否,,,,待补全
030416003,030416003,发电机主变压器组,电气设备安装工程,电气调整试验,是,变压器,partial_match,87.5,
